"","variable","value","QrtEstimate","Lower","Upper"
"450","Rep",-0.151696434570701,2,FALSE,FALSE
"451","Rep",-0.379333875780483,2,FALSE,FALSE
"453","Rep",-0.243174137682769,2,FALSE,FALSE
"454","Rep",-0.348612587417072,2,FALSE,FALSE
"455","Rep",-0.317591891018767,2,FALSE,FALSE
"456","Rep",-0.395792313084453,2,FALSE,FALSE
"457","Rep",-0.301394996013854,2,FALSE,FALSE
"458","Rep",-0.287872893237082,2,FALSE,FALSE
"459","Rep",-0.207685524683026,2,FALSE,FALSE
"460","Rep",-0.230368776775001,2,FALSE,FALSE
"461","Rep",-0.216114827494333,2,FALSE,FALSE
"463","Rep",-0.264937171142148,2,FALSE,FALSE
"465","Rep",-0.255261618157225,2,FALSE,FALSE
"467","Rep",-0.259733422503886,2,FALSE,FALSE
"468","Rep",-0.183102333465524,2,FALSE,FALSE
"469","Rep",-0.130231033901157,2,FALSE,FALSE
"470","Rep",-0.323745608481555,2,FALSE,FALSE
"471","Rep",-0.229689691942859,2,FALSE,FALSE
"472","Rep",-0.282167125229815,2,FALSE,FALSE
"473","Rep",-0.337386837973471,2,FALSE,FALSE
"474","Rep",-0.259382227597535,2,FALSE,FALSE
"475","Rep",-0.230809608873635,2,FALSE,FALSE
"476","Rep",-0.426364116640973,2,FALSE,FALSE
"477","Rep",-0.286006394540135,2,FALSE,FALSE
"478","Rep",-0.306842251861605,2,FALSE,FALSE
"479","Rep",-0.248639656623422,2,FALSE,FALSE
"480","Rep",-0.337736221359827,2,FALSE,FALSE
"481","Rep",-0.203760487007411,2,FALSE,FALSE
"482","Rep",-0.173444665292124,2,FALSE,FALSE
"483","Rep",-0.262417712248111,2,FALSE,FALSE
"484","Rep",-0.131531295226745,2,FALSE,FALSE
"485","Rep",-0.332500550645022,2,FALSE,FALSE
"486","Rep",-0.286886420193275,2,FALSE,FALSE
"487","Rep",-0.383635578792553,2,FALSE,FALSE
"488","Rep",-0.297067433837696,2,FALSE,FALSE
"489","Rep",-0.251059927478413,2,FALSE,FALSE
"492","Rep",-0.30291423114642,2,FALSE,FALSE
"493","Rep",-0.230496885447697,2,FALSE,FALSE
"494","Rep",-0.300354839975921,2,FALSE,FALSE
"495","Rep",-0.325720014927145,2,FALSE,FALSE
"496","Rep",-0.198889045850592,2,FALSE,FALSE
"498","Rep",-0.257880156624191,2,FALSE,FALSE
"499","Rep",-0.300292375270821,2,FALSE,FALSE
"500","Rep",-0.395856943136287,2,FALSE,FALSE
"501","Rep",-0.423944483165789,2,FALSE,FALSE
"502","Rep",-0.378719569232918,2,FALSE,FALSE
"503","Rep",-0.255874264955324,2,FALSE,FALSE
"504","Rep",-0.375476084756083,2,FALSE,FALSE
"506","Rep",-0.30336577633014,2,FALSE,FALSE
"507","Rep",-0.203225734587963,2,FALSE,FALSE
"509","Rep",-0.141845452093719,2,FALSE,FALSE
"510","Rep",-0.206130702197077,2,FALSE,FALSE
"511","Rep",-0.198553700110151,2,FALSE,FALSE
"512","Rep",-0.233060491635717,2,FALSE,FALSE
"513","Rep",-0.259032344000013,2,FALSE,FALSE
"514","Rep",-0.187079408996689,2,FALSE,FALSE
"515","Rep",-0.204373217195792,2,FALSE,FALSE
"516","Rep",-0.220440811633064,2,FALSE,FALSE
"517","Rep",-0.16578757666786,2,FALSE,FALSE
"518","Rep",-0.2780531392051,2,FALSE,FALSE
"519","Rep",-0.359953373985365,2,FALSE,FALSE
"520","Rep",-0.223030287854947,2,FALSE,FALSE
"521","Rep",-0.275735558432157,2,FALSE,FALSE
"522","Rep",-0.16659974006682,2,FALSE,FALSE
"523","Rep",-0.350410044478995,2,FALSE,FALSE
"524","Rep",-0.350609610111577,2,FALSE,FALSE
"525","Rep",-0.28126232425965,2,FALSE,FALSE
